"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Default","Id"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Position","actuator","uint16","","mm","0","","Seat position on vehicle x-axis. Position is relative to the frontmost position supported by the seat. 0 = Frontmost position supported.","","","","3d09265704af56d59e5d80f92be3d66f"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Height","actuator","uint16","","mm","0","","Seat position on vehicle z-axis. Position is relative within available movable range of the seating. 0 = Lowermost position supported.","","","","ae6a103cb748510e9383e2b72d6f2a00"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Tilt","actuator","float","","degrees","","","Tilting of seat (seating and backrest) relative to vehicle x-axis. 0 = seat bottom is flat, seat bottom and vehicle x-axis are parallel. Positive degrees = seat tilted backwards, seat x-axis tilted upward, seat z-axis is tilted backward.","In VSS it is assumed that tilting a seat affects both seating (seat bottom) and backrest, i.e. the angle between seating and backrest will not be affected when changing Tilt.","","","086f231720875bb5b4d5e2b8ed0092df"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest","branch","","","","","","Describes signals related to the backrest of the seat.","","","","999c7466ce1f5354b4695626f3a2e935"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.Recline","actuator","float","","degrees","","","Backrest recline compared to seat z-axis (seat vertical axis). 0 degrees = Upright/Vertical backrest. Negative degrees for forward recline. Positive degrees for backward recline.","Seat z-axis depends on seat tilt. This means that movement of backrest due to seat tilting will not affect Backrest.Recline as long as the angle between Seating and Backrest are constant. Absolute recline relative to vehicle z-axis can be calculated as Tilt + Backrest.Recline.","","","089f2ca3258e5f94871953539fe5acbc"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.Lumbar","branch","","","","","","Adjustable lumbar support mechanisms in seats allow the user to change the seat back shape.","","","","c2fbe0340f245b4ab3b1269de65b4c2d"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.Lumbar.Support","actuator","float","","percent","0","100","Lumbar support (in/out position). 0 = Innermost position. 100 = Outermost position.","","","","e8b52c64f1e957cbbbaf63b03c3dd9ef"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.Lumbar.Height","actuator","uint8","","mm","0","","Height of lumbar support. Position is relative within available movable range of the lumbar support. 0 = Lowermost position supported.","","","","0df596249cce5c77955e6938c0c9bea6"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.SideBolster","branch","","","","","","Backrest side bolster (lumbar side support) settings.","","","","4c48af687fd15c7785b9c4c075dc457c"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.SideBolster.Support","actuator","float","","percent","0","100","Side bolster support. 0 = Minimum support (widest side bolster setting). 100 = Maximum support.","","","","bd9dfba052ab5b24aa0eaa35fa47914f"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Seating","branch","","","","","","Describes signals related to the seat bottom of the seat.","Seating is here considered as the part of the seat that supports the thighs. Additional cushions (if any) for support of lower legs is not covered by this branch.","","","4ae8093ea56d5613a782b97c8b1be915"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Seating.Length","actuator","uint16","","mm","0","","Length adjustment of seating. 0 = Adjustable part of seating in rearmost position (Shortest length of seating).","","","","c4dfd494ffc95c4abdc49716a3b73c53"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Headrest","branch","","","","","","Headrest settings.","","","","f13eb4ad4b7a51bbad88db50dae636d3"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Headrest.Height","actuator","uint8","","mm","0","","Position of headrest relative to movable range of the head rest. 0 = Bottommost position supported.","","","","2701bc81fcc059b2b4ddc938407a503a"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Headrest.Angle","actuator","float","","degrees","","","Headrest angle, relative to backrest, 0 degrees if parallel to backrest, Positive degrees = tilted forward.","","","","5456d8e86ecb5cdf91b2bc08fe696d19"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Airbag","branch","","","","","","Airbag signals.","","","","c931d21b21005b5c9f0eb9a732f9b2ef"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Airbag.IsDeployed","sensor","boolean","","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","","","31e4cea8ba6a5254bf1d1471402d0700"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch","branch","","","","","","Seat switch signals","","","","d7c6f91f09425d619cb93542ea55bed4"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsWarmerEngaged","actuator","boolean","","","","","Warmer switch for Seat heater (SingleSeat.Heating).","","","","597dd13468fd5b57858c6bbbc911392e"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsCoolerEngaged","actuator","boolean","","","","","Cooler switch for Seat heater (SingleSeat.Heating).","","","","5861078e66285792a4c5caa3158c3b93"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsForwardEngaged","actuator","boolean","","","","","Seat forward switch engaged (SingleSeat.Position).","","","","012004eeaa2250758c2fea329aec9dc2"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsBackwardEngaged","actuator","boolean","","","","","Seat backward switch engaged (SingleSeat.Position).","","","","d1a57d3e62725e51871433889877eb3e"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsUpEngaged","actuator","boolean","","","","","Seat up switch engaged (SingleSeat.Height).","","","","d4d0df3f6b5b51039847f748282d77ab"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsDownEngaged","actuator","boolean","","","","","Seat down switch engaged (SingleSeat.Height).","","","","ec27034136cd5e728c88c7ac0b87cf04"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsTiltForwardEngaged","actuator","boolean","","","","","Tilt forward switch engaged (SingleSeat.Tilt).","","","","1abb80c7ce615f73a2e0fb6583b09431"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.IsTiltBackwardEngaged","actuator","boolean","","","","","Tilt backward switch engaged (SingleSeat.Tilt).","","","","a49e3b4e3047525ab1034e04896f7a73"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest","branch","","","","","","Describes switches related to the backrest of the seat.","","","","d035fd8a2e855edfb90e7955b3bd8065"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.IsReclineForwardEngaged","actuator","boolean","","","","","Backrest recline forward switch engaged (SingleSeat.Backrest.Recline).","","","","2a19419f5c355aff9a41ee8c8ec434a0"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.IsReclineBackwardEngaged","actuator","boolean","","","","","Backrest recline backward switch engaged (SingleSeat.Backrest.Recline).","","","","8e0c8a7fbb8a5cee933b3b1b50d4cbf1"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.Lumbar","branch","","","","","","Switches for SingleSeat.Backrest.Lumbar.","","","","73c59cba46725637bfa725a042713d0b"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.Lumbar.IsMoreSupportEngaged","actuator","boolean","","","","","Is switch for more lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","","c688f60d0f0650868ac32cba3d0c526e"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.Lumbar.IsLessSupportEngaged","actuator","boolean","","","","","Is switch for less lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","","cb08d335fa245f34b616f9c56fc529e0"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.Lumbar.IsUpEngaged","actuator","boolean","","","","","Lumbar up switch engaged (SingleSeat.Backrest.Lumbar.Support).","","","","10c691cb05f0581b8a6c4e764d81404d"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.Lumbar.IsDownEngaged","actuator","boolean","","","","","Lumbar down switch engaged (SingleSeat.Backrest.Lumbar.Support).","","","","5e8dd9ae1001569388bb4da677bdb377"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.SideBolster","branch","","","","","","Switches for SingleSeat.Backrest.SideBolster.","","","","8dfa254cccc059e881af97bce032cea9"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.SideBolster.IsMoreSupportEngaged","actuator","boolean","","","","","Is switch for more side bolster support engaged (SingleSeat.Backrest.SideBolster.Support).","","","","811d841212295f92a7d070dac262ef84"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Backrest.SideBolster.IsLessSupportEngaged","actuator","boolean","","","","","Is switch for less side bolster support engaged (SingleSeat.Backrest.SideBolster.Support).","","","","0ef641f1e4e75200879330a5de3d3315"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Seating","branch","","","","","","Describes switches related to the seating of the seat.","","","","12458c0216335477882e669e98330a1a"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Seating.IsForwardEngaged","actuator","boolean","","","","","Is switch to increase seating length engaged (SingleSeat.Seating.Length).","","","","aaf6db1585b15365be9ac729c11688e3"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Seating.IsBackwardEngaged","actuator","boolean","","","","","Is switch to decrease seating length engaged (SingleSeat.Seating.Length).","","","","87edf3b9896659f6a87d05531c260a36"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Headrest","branch","","","","","","Switches for SingleSeat.Headrest.","","","","3d328ade9dbf52e1bf8002caed74253f"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Headrest.IsUpEngaged","actuator","boolean","","","","","Head rest up switch engaged (SingleSeat.Headrest.Height).","","","","90a53f3c0a585c7cb5b1565092e62539"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Headrest.IsDownEngaged","actuator","boolean","","","","","Head rest down switch engaged (SingleSeat.Headrest.Height).","","","","2bd34fa3b02d54b0822890750a57eaae"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Headrest.IsForwardEngaged","actuator","boolean","","","","","Head rest forward switch engaged (SingleSeat.Headrest.Angle).","","","","5486d882309558cd95a5d0742d9eea2a"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Headrest.IsBackwardEngaged","actuator","boolean","","","","","Head rest backward switch engaged (SingleSeat.Headrest.Angle).","","","","e5b1e2a73c1d530298be5aa2b92ceb6a"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Massage","branch","","","","","","Switches for SingleSeat.Massage.","","","","3739036112535b9cbdad726a5f6e17a4"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Massage.IsIncreaseEngaged","actuator","boolean","","","","","Increase massage level switch engaged (SingleSeat.Massage).","","","","1d7d951e97b45aa5824f4e959c68737b"
"Vehicle.Cabin.Seat.Row1.PassengerSide.Switch.Massage.IsDecreaseEngaged","actuator","boolean","","","","","Decrease massage level switch engaged (SingleSeat.Massage).","","","","8044c9338f5e5df1a036c91cc4d91423"
"Vehicle.Cabin.Seat.Row2","branch","","","","","","All seats.","","","","8c3aaf015ef8595cb45d9461a9c1195f"
"Vehicle.Cabin.Seat.Row2.DriverSide","branch","","","","","","All seats.","","","","a3956dd19f73577a9e118e5ee6f5a180"
"Vehicle.Cabin.Seat.Row2.DriverSide.IsOccupied","sensor","boolean","","","","","Does the seat have a passenger in it.","","","","3752de2ef1d85781a6e0a20a6812b9fc"
"Vehicle.Cabin.Seat.Row2.DriverSide.Occupant","branch","","","","","","Occupant data.","","","","e4a46503b2945ab18ac1ad96f0517151"
"Vehicle.Cabin.Seat.Row2.DriverSide.Occupant.Identifier","branch","","","","","","Identifier attributes based on OAuth 2.0.","","","","a12121bc096c5224a14c2d8ab10ae88b"
"Vehicle.Cabin.Seat.Row2.DriverSide.Occupant.Identifier.Subject","sensor","string","","","","","Subject for the authentication of the occupant e.g. UserID 7331677.","","","","dfc0fb66d7c058b7925970667b284bea"
"Vehicle.Cabin.Seat.Row2.DriverSide.Occupant.Identifier.Issuer","sensor","string","","","","","Unique Issuer for the authentication of the occupant e.g. https://accounts.funcorp.com.","","","","a6b6158bc96c5ac98ad206193ff8b358"
"Vehicle.Cabin.Seat.Row2.DriverSide.IsBelted","sensor","boolean","","","","","Is the belt engaged.","","","","ec3dc746a34752a1b55ac428579c3dfc"
"Vehicle.Cabin.Seat.Row2.DriverSide.SeatBeltHeight","actuator","uint16","","mm","","","Seat belt position on vehicle z-axis. Position is relative within available movable range of the seat belt. 0 = Lowermost position supported.","","","","6a6313644782587d84fb04eb2c6397d8"
"Vehicle.Cabin.Seat.Row2.DriverSide.Heating","actuator","int8","v4.1 replaced with HeatingCooling","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","","","7ae50ab2fea25798adc27814579bd33b"
"Vehicle.Cabin.Seat.Row2.DriverSide.HeatingCooling","actuator","int8","","percent","-100","100","Heating or Cooling requsted for the Item. -100 = Maximum cooling, 0 = Heating/cooling deactivated, 100 = Maximum heating.","","","","2b4be8391f405e99a77ba65e3ea80aba"
"Vehicle.Cabin.Seat.Row2.DriverSide.Massage","actuator","uint8","","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","","","d7428179c70d576fb626a9a4bae4299e"
"Vehicle.Cabin.Seat.Row2.DriverSide.Position","actuator","uint16","","mm","0","","Seat position on vehicle x-axis. Position is relative to the frontmost position supported by the seat. 0 = Frontmost position supported.","","","","71b34d4141225b77bc232bd3a2efa86f"
"Vehicle.Cabin.Seat.Row2.DriverSide.Height","actuator","uint16","","mm","0","","Seat position on vehicle z-axis. Position is relative within available movable range of the seating. 0 = Lowermost position supported.","","","","2bd4b50c13d7541db0a86a945c728849"
"Vehicle.Cabin.Seat.Row2.DriverSide.Tilt","actuator","float","","degrees","","","Tilting of seat (seating and backrest) relative to vehicle x-axis. 0 = seat bottom is flat, seat bottom and vehicle x-axis are parallel. Positive degrees = seat tilted backwards, seat x-axis tilted upward, seat z-axis is tilted backward.","In VSS it is assumed that tilting a seat affects both seating (seat bottom) and backrest, i.e. the angle between seating and backrest will not be affected when changing Tilt.","","","68275a8560a95481a54b590ce458d0e9"
"Vehicle.Cabin.Seat.Row2.DriverSide.Backrest","branch","","","","","","Describes signals related to the backrest of the seat.","","","","1b7a7b3e344d50cca118327668f35be5"
"Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.Recline","actuator","float","","degrees","","","Backrest recline compared to seat z-axis (seat vertical axis). 0 degrees = Upright/Vertical backrest. Negative degrees for forward recline. Positive degrees for backward recline.","Seat z-axis depends on seat tilt. This means that movement of backrest due to seat tilting will not affect Backrest.Recline as long as the angle between Seating and Backrest are constant. Absolute recline relative to vehicle z-axis can be calculated as Tilt + Backrest.Recline.","","","65cf20c7effb5d159fd1099869cd0ebe"
"Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.Lumbar","branch","","","","","","Adjustable lumbar support mechanisms in seats allow the user to change the seat back shape.","","","","5eb73ac74d6a56ba9155cf16e145b9b4"
"Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.Lumbar.Support","actuator","float","","percent","0","100","Lumbar support (in/out position). 0 = Innermost position. 100 = Outermost position.","","","","c8fec973719351b3b17f3824653d685a"
"Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.Lumbar.Height","actuator","uint8","","mm","0","","Height of lumbar support. Position is relative within available movable range of the lumbar support. 0 = Lowermost position supported.","","","","eb67d32eadf15c0085f6314546e86e20"
"Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.SideBolster","branch","","","","","","Backrest side bolster (lumbar side support) settings.","","","","2e06cc24d15651a1a1616fc77a5ba23b"
"Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.SideBolster.Support","actuator","float","","percent","0","100","Side bolster support. 0 = Minimum support (widest side bolster setting). 100 = Maximum support.","","","","04cc8929b0f0509495b512a77b48afef"
"Vehicle.Cabin.Seat.Row2.DriverSide.Seating","branch","","","","","","Describes signals related to the seat bottom of the seat.","Seating is here considered as the part of the seat that supports the thighs. Additional cushions (if any) for support of lower legs is not covered by this branch.","","","5e581a713efc5867b769f38e64a2f320"
"Vehicle.Cabin.Seat.Row2.DriverSide.Seating.Length","actuator","uint16","","mm","0","","Length adjustment of seating. 0 = Adjustable part of seating in rearmost position (Shortest length of seating).","","","","4a5bd16967c65dd88eacf3e4ef8c071f"
"Vehicle.Cabin.Seat.Row2.DriverSide.Headrest","branch","","","","","","Headrest settings.","","","","67f772d705af5fac95ec768cf2bfe557"
"Vehicle.Cabin.Seat.Row2.DriverSide.Headrest.Height","actuator","uint8","","mm","0","","Position of headrest relative to movable range of the head rest. 0 = Bottommost position supported.","","","","916740f753715f3ea6c55b5284613f8e"
"Vehicle.Cabin.Seat.Row2.DriverSide.Headrest.Angle","actuator","float","","degrees","","","Headrest angle, relative to backrest, 0 degrees if parallel to backrest, Positive degrees = tilted forward.","","","","b7ee83ec92ac5595b56557cecbce7fd2"
